germplasmName,study_db_id,value,studyName
MN-ROTHSAY,10153,2219.25,23StP_C-9
MN21090-4,10153,2898.475,23StP_C-9
MN22464,10153,3053.15,23StP_C-9
MN21263-3,10153,2777.425,23StP_C-9
MN22131,10153,0.0,23StP_C-9
MN22306,10153,2111.65,23StP_C-9
MN22261,10153,2232.7,23StP_C-9
MN22201,10153,2515.15,23StP_C-9
MN22455,10153,2932.1,23StP_C-9
MN22228,10153,2656.375,23StP_C-9
MN22229,10153,3772.725,23StP_C-9
MN22022,10153,3315.425,23StP_C-9
MN22186,10153,2044.4,23StP_C-9
MN22219,10153,2932.1,23StP_C-9
MN22196,10153,3315.425,23StP_C-9
MN21332-3,10153,4539.375,23StP_C-9
MN-TORGY,10153,3752.55,23StP_C-9
MN22212,10153,3053.15,23StP_C-9
MN22309,10153,3315.425,23StP_C-9
MN22273,10153,3389.4,23StP_C-9
MN22374,10153,3019.525,23StP_C-9
MN-ROTHSAY,10153,2932.1,23StP_C-9
MN21370-2,10153,3510.45,23StP_C-9
MN21053-1,10153,3281.8,23StP_C-9
MN22342,10153,2024.225,23StP_C-9
MN22376,10153,3086.775,23StP_C-9
MN22221,10153,2044.4,23StP_C-9
MN21269-2,10153,2952.275,23StP_C-9
MN21045-1,10153,2131.825,23StP_C-9
MN22401,10153,2373.925,23StP_C-9
MN22360,10153,3214.55,23StP_C-9
MN21316-3,10153,2743.8,23StP_C-9
MN21337-1,10153,2340.3,23StP_C-9
MN22054,10153,3389.4,23StP_C-9
MN22182,10153,3839.975,23StP_C-9
MN22314,10153,3214.55,23StP_C-9
MN22058,10153,2985.9,23StP_C-9
MN-TORGY,10153,2811.05,23StP_C-9
LINKERT,10153,3228.0,23StP_C-9
MN22085,10153,3873.6,23StP_C-9
MN22428,10153,3019.525,23StP_C-9
MN22092,10153,3564.25,23StP_C-9
MN22248,10153,2636.2,23StP_C-9
MN22099,10153,4014.825,23StP_C-9
MN22385,10153,3806.35,23StP_C-9
MN21135-2,10153,3369.225,23StP_C-9
MN22089,10153,3544.075,23StP_C-9
MN22080,10153,3086.775,23StP_C-9
LINKERT,10153,2952.275,23StP_C-9
MN21168-1,10153,3631.5,23StP_C-9
MN22146,10153,1835.925,23StP_C-9
SHELLY,10153,2616.025,23StP_C-9
MN22406,10153,2582.4,23StP_C-9
MN22130,10153,3248.175,23StP_C-9
MN-ROTHSAY,10153,2131.825,23StP_C-9
MN21290-2,10153,3281.8,23StP_C-9
MN22301,10153,2831.225,23StP_C-9
MN22167,10153,2965.725,23StP_C-9
MN22103,10153,3315.425,23StP_C-9
MN22358,10153,3651.675,23StP_C-9
MN22400,10153,3597.875,23StP_C-9
MN22154,10153,2811.05,23StP_C-9
MN-TORGY,10153,2548.775,23StP_C-9
MN22063,10153,3577.7,23StP_C-9
MN21275-4,10153,3732.375,23StP_C-9
MN22329,10153,2481.525,23StP_C-9
LINKERT,10153,1553.475,23StP_C-9
MN21144-1,10153,2777.425,23StP_C-9
MN22125,10153,2757.25,23StP_C-9
MN22276,10153,2481.525,23StP_C-9
MN-TORGY,10153,3174.2,23StP_C-9
MN22418,10153,4189.675,23StP_C-9
MN22275,10153,3839.975,23StP_C-9
MN21482-1,10153,3281.8,23StP_C-9
MN22195,10153,2656.375,23StP_C-9
MN22207,10153,2811.05,23StP_C-9
MN22194,10153,2481.525,23StP_C-9
MN-TORGY,10152,6812.425,23Perl_AY1-3_PY7-8_Yield
MN22071,10152,6825.875,23Perl_AY1-3_PY7-8_Yield
MN22457,10152,5776.775,23Perl_AY1-3_PY7-8_Yield
MN22155,10152,7794.275,23Perl_AY1-3_PY7-8_Yield
MN22419,10152,6119.75,23Perl_AY1-3_PY7-8_Yield
LINKERT,10152,5238.775,23Perl_AY1-3_PY7-8_Yield
MN22319,10152,5427.075,23Perl_AY1-3_PY7-8_Yield
MN21269-2,10152,5743.15,23Perl_AY1-3_PY7-8_Yield
MN22314,10152,4996.675,23Perl_AY1-3_PY7-8_Yield
MN21413-3,10152,5635.55,23Perl_AY1-3_PY7-8_Yield
MN22194,10152,6550.15,23Perl_AY1-3_PY7-8_Yield
MN22212,10152,5581.75,23Perl_AY1-3_PY7-8_Yield
MN22160,10152,5817.125,23Perl_AY1-3_PY7-8_Yield
SHELLY,10152,6691.375,23Perl_AY1-3_PY7-8_Yield
MN21172-3,10152,7074.7,23Perl_AY1-3_PY7-8_Yield
MN22054,10152,5991.975,23Perl_AY1-3_PY7-8_Yield
MN21354-3,10152,7115.05,23Perl_AY1-3_PY7-8_Yield
MN22106,10152,5467.425,23Perl_AY1-3_PY7-8_Yield
MN22126,10152,5971.8,23Perl_AY1-3_PY7-8_Yield
MN22130,10152,6624.125,23Perl_AY1-3_PY7-8_Yield
MN22154,10152,6630.85,23Perl_AY1-3_PY7-8_Yield
MN22369,10152,6637.575,23Perl_AY1-3_PY7-8_Yield
MN22464,10152,6213.9,23Perl_AY1-3_PY7-8_Yield
MN22157,10152,6725.0,23Perl_AY1-3_PY7-8_Yield
MN22228,10152,6899.85,23Perl_AY1-3_PY7-8_Yield
MN22345,10152,7108.325,23Perl_AY1-3_PY7-8_Yield
MN22301,10152,7458.025,23Perl_AY1-3_PY7-8_Yield
MN-ROTHSAY,10152,7121.775,23Perl_AY1-3_PY7-8_Yield
MN22399,10152,6866.225,23Perl_AY1-3_PY7-8_Yield
LINKERT,10152,6247.525,23Perl_AY1-3_PY7-8_Yield
MN21073-3,10152,5985.25,23Perl_AY1-3_PY7-8_Yield
MN21292-2,10152,6025.6,23Perl_AY1-3_PY7-8_Yield
MN22393,10152,5850.75,23Perl_AY1-3_PY7-8_Yield
MN22342,10152,5904.55,23Perl_AY1-3_PY7-8_Yield
MN22408,10152,5494.325,23Perl_AY1-3_PY7-8_Yield
MN22085,10152,5918.0,23Perl_AY1-3_PY7-8_Yield
MN22195,10152,4680.6,23Perl_AY1-3_PY7-8_Yield
MN22219,10152,5373.275,23Perl_AY1-3_PY7-8_Yield
MN22357,10152,5104.275,23Perl_AY1-3_PY7-8_Yield
MN-ROTHSAY,10152,5756.6,23Perl_AY1-3_PY7-8_Yield
MN22429,10152,5662.45,23Perl_AY1-3_PY7-8_Yield
MN21053-1,10152,4895.8,23Perl_AY1-3_PY7-8_Yield
MN22367,10152,4573.0,23Perl_AY1-3_PY7-8_Yield
MN22118,10152,5285.85,23Perl_AY1-3_PY7-8_Yield
MN22452,10152,5534.675,23Perl_AY1-3_PY7-8_Yield
MN22101,10152,6139.925,23Perl_AY1-3_PY7-8_Yield
MN22384,10152,5904.55,23Perl_AY1-3_PY7-8_Yield
MN22222,10152,6785.525,23Perl_AY1-3_PY7-8_Yield
MN22136,10152,6893.125,23Perl_AY1-3_PY7-8_Yield
MN21144-1,10152,6328.225,23Perl_AY1-3_PY7-8_Yield
MN22061,10152,7700.125,23Perl_AY1-3_PY7-8_Yield
MN21087-1,10152,6967.1,23Perl_AY1-3_PY7-8_Yield
MN21150-3,10152,7296.625,23Perl_AY1-3_PY7-8_Yield
MN22329,10152,7310.075,23Perl_AY1-3_PY7-8_Yield
MN-ROTHSAY,10152,7195.75,23Perl_AY1-3_PY7-8_Yield
MN21316-3,10152,6348.4,23Perl_AY1-3_PY7-8_Yield
MN22070,10152,5406.9,23Perl_AY1-3_PY7-8_Yield
MN21290-2,10152,5702.8,23Perl_AY1-3_PY7-8_Yield
MN-ROTHSAY,10152,5474.15,23Perl_AY1-3_PY7-8_Yield
MN22140,10152,4700.775,23Perl_AY1-3_PY7-8_Yield
MN21005-4,10152,5736.425,23Perl_AY1-3_PY7-8_Yield
SHELLY,10152,5373.275,23Perl_AY1-3_PY7-8_Yield
MN21405-3,10152,5622.1,23Perl_AY1-3_PY7-8_Yield
MN22269,10152,5904.55,23Perl_AY1-3_PY7-8_Yield
MN21444-3,10152,6825.875,23Perl_AY1-3_PY7-8_Yield
MN22306,10152,6422.375,23Perl_AY1-3_PY7-8_Yield
MN22167,10152,6630.85,23Perl_AY1-3_PY7-8_Yield
MN22241,10152,6227.35,23Perl_AY1-3_PY7-8_Yield
MN21482-1,10152,6012.15,23Perl_AY1-3_PY7-8_Yield
MN22146,10152,6651.025,23Perl_AY1-3_PY7-8_Yield
MN22263,10152,6953.65,23Perl_AY1-3_PY7-8_Yield
MN21114-1,10152,7283.175,23Perl_AY1-3_PY7-8_Yield
MN22206,10152,6160.1,23Perl_AY1-3_PY7-8_Yield
MN22196,10152,7094.875,23Perl_AY1-3_PY7-8_Yield
MN22099,10152,7074.7,23Perl_AY1-3_PY7-8_Yield
MN22278,10152,6617.4,23Perl_AY1-3_PY7-8_Yield
MN22262,10152,7464.75,23Perl_AY1-3_PY7-8_Yield
MN21370-2,10152,6408.925,23Perl_AY1-3_PY7-8_Yield
MN-ROTHSAY,10152,6529.975,23Perl_AY1-3_PY7-8_Yield
MN22229,10152,7249.55,23Perl_AY1-3_PY7-8_Yield
MN22258,10152,6846.05,23Perl_AY1-3_PY7-8_Yield
MN22271,10152,7148.675,23Perl_AY1-3_PY7-8_Yield
MN22103,10152,5817.125,23Perl_AY1-3_PY7-8_Yield
MN21385-1,10152,5575.025,23Perl_AY1-3_PY7-8_Yield
MN22216,10152,5749.875,23Perl_AY1-3_PY7-8_Yield
MN-TORGY,10152,6281.15,23Perl_AY1-3_PY7-8_Yield
MN22385,10152,5823.85,23Perl_AY1-3_PY7-8_Yield
MN22092,10152,5897.825,23Perl_AY1-3_PY7-8_Yield
MN22016,10152,4794.925,23Perl_AY1-3_PY7-8_Yield
MN22253,10152,5985.25,23Perl_AY1-3_PY7-8_Yield
MN22309,10152,5575.025,23Perl_AY1-3_PY7-8_Yield
MN21065-2,10152,5359.825,23Perl_AY1-3_PY7-8_Yield
MN22302,10152,5608.65,23Perl_AY1-3_PY7-8_Yield
MN22376,10152,5884.375,23Perl_AY1-3_PY7-8_Yield
MN22259,10152,5117.725,23Perl_AY1-3_PY7-8_Yield
MN22416,10152,7101.6,23Perl_AY1-3_PY7-8_Yield
MN22186,10152,6429.1,23Perl_AY1-3_PY7-8_Yield
MN-ROTHSAY,10152,6644.3,23Perl_AY1-3_PY7-8_Yield
MN21263-3,10152,7155.4,23Perl_AY1-3_PY7-8_Yield
MN22356,10152,7444.575,23Perl_AY1-3_PY7-8_Yield
MN22207,10152,6751.9,23Perl_AY1-3_PY7-8_Yield
MN22227,10152,7081.425,23Perl_AY1-3_PY7-8_Yield
MN22455,10152,6402.2,23Perl_AY1-3_PY7-8_Yield
MN22405,10152,7410.95,23Perl_AY1-3_PY7-8_Yield
MN22131,10152,7753.925,23Perl_AY1-3_PY7-8_Yield
MN22009,10152,7047.8,23Perl_AY1-3_PY7-8_Yield
MN22225,10152,7007.45,23Perl_AY1-3_PY7-8_Yield
MN21272-2,10152,6751.9,23Perl_AY1-3_PY7-8_Yield
MN22065,10152,6866.225,23Perl_AY1-3_PY7-8_Yield
MN22046,10152,6529.975,23Perl_AY1-3_PY7-8_Yield
MN22433,10152,6382.025,23Perl_AY1-3_PY7-8_Yield
MN22285,10152,6213.9,23Perl_AY1-3_PY7-8_Yield
MN21090-4,10152,8036.375,23Perl_AY1-3_PY7-8_Yield
MN22169,10152,6301.325,23Perl_AY1-3_PY7-8_Yield
MN21275-4,10152,7121.775,23Perl_AY1-3_PY7-8_Yield
MN-TORGY,10152,6671.2,23Perl_AY1-3_PY7-8_Yield
MN22418,10152,6334.95,23Perl_AY1-3_PY7-8_Yield
MN22018,10152,6577.05,23Perl_AY1-3_PY7-8_Yield
MN22401,10152,6798.975,23Perl_AY1-3_PY7-8_Yield
MN-TORGY,10152,7202.475,23Perl_AY1-3_PY7-8_Yield
MN22199,10152,7821.175,23Perl_AY1-3_PY7-8_Yield
MN22350,10152,7081.425,23Perl_AY1-3_PY7-8_Yield
MN22349,10152,7014.175,23Perl_AY1-3_PY7-8_Yield
MN-ROTHSAY,10152,7908.6,23Perl_AY1-3_PY7-8_Yield
MN21135-2,10152,7787.55,23Perl_AY1-3_PY7-8_Yield
MN22123,10152,7538.725,23Perl_AY1-3_PY7-8_Yield
MN22378,10152,7982.575,23Perl_AY1-3_PY7-8_Yield
MN22326,10152,7027.625,23Perl_AY1-3_PY7-8_Yield
MN22297,10152,6429.1,23Perl_AY1-3_PY7-8_Yield
MN22375,10152,7350.425,23Perl_AY1-3_PY7-8_Yield
MN22089,10152,7155.4,23Perl_AY1-3_PY7-8_Yield
MN22182,10152,7256.275,23Perl_AY1-3_PY7-8_Yield
MN22200,10152,7081.425,23Perl_AY1-3_PY7-8_Yield
LINKERT,10152,6610.675,23Perl_AY1-3_PY7-8_Yield
MN22120,10152,7417.675,23Perl_AY1-3_PY7-8_Yield
MN21168-1,10152,7619.425,23Perl_AY1-3_PY7-8_Yield
MN21406-1,10152,6449.275,23Perl_AY1-3_PY7-8_Yield
SHELLY,10152,6960.375,23Perl_AY1-3_PY7-8_Yield
MN22086,10152,6731.725,23Perl_AY1-3_PY7-8_Yield
MN22248,10152,6778.8,23Perl_AY1-3_PY7-8_Yield
MN21357-5,10152,6153.375,23Perl_AY1-3_PY7-8_Yield
MN22201,10152,7195.75,23Perl_AY1-3_PY7-8_Yield
MN21287-2,10152,6355.125,23Perl_AY1-3_PY7-8_Yield
MN22360,10152,7182.3,23Perl_AY1-3_PY7-8_Yield
MN22141,10152,6462.725,23Perl_AY1-3_PY7-8_Yield
MN22400,10152,7269.725,23Perl_AY1-3_PY7-8_Yield
MN22373,10152,6899.85,23Perl_AY1-3_PY7-8_Yield
MN22286,10152,6382.025,23Perl_AY1-3_PY7-8_Yield
LINKERT,10152,6577.05,23Perl_AY1-3_PY7-8_Yield
MN22022,10152,7088.15,23Perl_AY1-3_PY7-8_Yield
MN22025,10152,6960.375,23Perl_AY1-3_PY7-8_Yield
MN22183,10152,7148.675,23Perl_AY1-3_PY7-8_Yield
MN22374,10152,6603.95,23Perl_AY1-3_PY7-8_Yield
MN-TORGY,10152,7397.5,23Perl_AY1-3_PY7-8_Yield
MN22341,10152,7780.825,23Perl_AY1-3_PY7-8_Yield
MN22406,10152,7215.925,23Perl_AY1-3_PY7-8_Yield
MN22151,10152,7747.2,23Perl_AY1-3_PY7-8_Yield
MN22273,10152,7061.25,23Perl_AY1-3_PY7-8_Yield
MN22335,10152,6832.6,23Perl_AY1-3_PY7-8_Yield
MN21045-1,10152,7774.1,23Perl_AY1-3_PY7-8_Yield
MN22221,10152,7135.225,23Perl_AY1-3_PY7-8_Yield
MN22261,10152,6603.95,23Perl_AY1-3_PY7-8_Yield
MN22125,10152,8117.075,23Perl_AY1-3_PY7-8_Yield
MN22058,10152,7552.175,23Perl_AY1-3_PY7-8_Yield
MN22358,10152,8520.575,23Perl_AY1-3_PY7-8_Yield
MN22064,10152,8433.15,23Perl_AY1-3_PY7-8_Yield
MN22313,10152,7935.5,23Perl_AY1-3_PY7-8_Yield
MN21034-3,10152,8056.55,23Perl_AY1-3_PY7-8_Yield
LINKERT,10152,7579.075,23Perl_AY1-3_PY7-8_Yield
MN22428,10152,7720.3,23Perl_AY1-3_PY7-8_Yield
MN21332-3,10152,7861.525,23Perl_AY1-3_PY7-8_Yield
MN22322,10152,8244.85,23Perl_AY1-3_PY7-8_Yield
MN21143-4,10152,7330.25,23Perl_AY1-3_PY7-8_Yield
MN22275,10152,7404.225,23Perl_AY1-3_PY7-8_Yield
SHELLY,10152,8110.35,23Perl_AY1-3_PY7-8_Yield
MN22395,10152,7491.65,23Perl_AY1-3_PY7-8_Yield
MN22097,10152,7693.4,23Perl_AY1-3_PY7-8_Yield
MN22193,10152,7175.575,23Perl_AY1-3_PY7-8_Yield
MN22249,10152,6651.025,23Perl_AY1-3_PY7-8_Yield
MN22276,10152,7189.025,23Perl_AY1-3_PY7-8_Yield
MN21089-4,10152,7350.425,23Perl_AY1-3_PY7-8_Yield
MN22355,10152,7659.775,23Perl_AY1-3_PY7-8_Yield
MN-TORGY,10152,7289.9,23Perl_AY1-3_PY7-8_Yield
MN22303,10152,7525.275,23Perl_AY1-3_PY7-8_Yield
MN22128,10152,7928.775,23Perl_AY1-3_PY7-8_Yield
MN22006,10152,7390.775,23Perl_AY1-3_PY7-8_Yield
MN22365,10152,6960.375,23Perl_AY1-3_PY7-8_Yield
MN21337-1,10152,7108.325,23Perl_AY1-3_PY7-8_Yield
MN22080,10152,6523.25,23Perl_AY1-3_PY7-8_Yield
MN22344,10152,6503.075,23Perl_AY1-3_PY7-8_Yield
SHELLY,10152,7632.875,23Perl_AY1-3_PY7-8_Yield
MN21315-1,10152,6839.325,23Perl_AY1-3_PY7-8_Yield
MN22218,10152,8137.25,23Perl_AY1-3_PY7-8_Yield
MN-TORGY,10152,7283.175,23Perl_AY1-3_PY7-8_Yield
MN22063,10152,7632.875,23Perl_AY1-3_PY7-8_Yield
MN22213,10152,7854.8,23Perl_AY1-3_PY7-8_Yield
MN22288,10152,7215.925,23Perl_AY1-3_PY7-8_Yield
MN22093W,10152,6866.225,23Perl_AY1-3_PY7-8_Yield
MN22427,10152,6610.675,23Perl_AY1-3_PY7-8_Yield
MN22113,10152,7094.875,23Perl_AY1-3_PY7-8_Yield
MN22302,10150,6805.7,23Crk_AYs_R18_Yield
MN22319,10150,6059.225,23Crk_AYs_R18_Yield
MN22101,10150,6274.425,23Crk_AYs_R18_Yield
MN21053-1,10150,6146.65,23Crk_AYs_R18_Yield
MN22373,10150,6395.475,23Crk_AYs_R18_Yield
MN22249,10150,5669.175,23Crk_AYs_R18_Yield
MN22222,10150,5971.8,23Crk_AYs_R18_Yield
MN21005-4,10150,5924.725,23Crk_AYs_R18_Yield
MN22360,10150,6536.7,23Crk_AYs_R18_Yield
MN21275-4,10150,7518.55,23Crk_AYs_R18_Yield
MN21482-1,10150,6711.55,23Crk_AYs_R18_Yield
MN-ROTHSAY,10150,7538.725,23Crk_AYs_R18_Yield
MN22455,10150,6550.15,23Crk_AYs_R18_Yield
MN22329,10150,7081.425,23Crk_AYs_R18_Yield
MN22350,10150,7565.625,23Crk_AYs_R18_Yield
MN22160,10150,7168.85,23Crk_AYs_R18_Yield
MN22006,10150,7733.75,23Crk_AYs_R18_Yield
MN21316-3,10150,6879.675,23Crk_AYs_R18_Yield
SHELLY,10150,7962.4,23Crk_AYs_R18_Yield
MN22401,10150,7552.175,23Crk_AYs_R18_Yield
MN21385-1,10150,7437.85,23Crk_AYs_R18_Yield
MN21444-3,10150,7605.975,23Crk_AYs_R18_Yield
SHELLY,10150,7626.15,23Crk_AYs_R18_Yield
MN21272-2,10150,7686.675,23Crk_AYs_R18_Yield
MN22064,10150,7881.7,23Crk_AYs_R18_Yield
MN22216,10150,7229.375,23Crk_AYs_R18_Yield
MN22157,10150,8339.0,23Crk_AYs_R18_Yield
MN22099,10150,7128.5,23Crk_AYs_R18_Yield
MN-TORGY,10150,7410.95,23Crk_AYs_R18_Yield
MN22369,10150,7827.9,23Crk_AYs_R18_Yield
MN22345,10150,6866.225,23Crk_AYs_R18_Yield
MN22306,10150,7518.55,23Crk_AYs_R18_Yield
MN22070,10150,7249.55,23Crk_AYs_R18_Yield
MN21065-2,10150,8043.1,23Crk_AYs_R18_Yield
MN22154,10150,7538.725,23Crk_AYs_R18_Yield
MN22288,10150,7794.275,23Crk_AYs_R18_Yield
MN-TORGY,10150,6973.825,23Crk_AYs_R18_Yield
MN22358,10150,7895.15,23Crk_AYs_R18_Yield
MN21114-1,10150,7027.625,23Crk_AYs_R18_Yield
MN22025,10150,7195.75,23Crk_AYs_R18_Yield
MN22125,10150,6798.975,23Crk_AYs_R18_Yield
MN22128,10150,5790.225,23Crk_AYs_R18_Yield
MN21087-1,10150,6651.025,23Crk_AYs_R18_Yield
MN22218,10150,6106.3,23Crk_AYs_R18_Yield
MN-TORGY,10150,6355.125,23Crk_AYs_R18_Yield
MN21315-1,10150,6449.275,23Crk_AYs_R18_Yield
MN22092,10150,6254.25,23Crk_AYs_R18_Yield
MN22416,10150,5709.525,23Crk_AYs_R18_Yield
MN22399,10150,6173.55,23Crk_AYs_R18_Yield
MN22355,10150,7014.175,23Crk_AYs_R18_Yield
MN22123,10150,7296.625,23Crk_AYs_R18_Yield
MN22130,10150,5615.375,23Crk_AYs_R18_Yield
LINKERT,10150,6106.3,23Crk_AYs_R18_Yield
MN-ROTHSAY,10150,7182.3,23Crk_AYs_R18_Yield
MN22367,10150,6543.425,23Crk_AYs_R18_Yield
MN22349,10150,6664.475,23Crk_AYs_R18_Yield
MN21263-3,10150,6879.675,23Crk_AYs_R18_Yield
MN22058,10150,6657.75,23Crk_AYs_R18_Yield
MN21357-5,10150,6866.225,23Crk_AYs_R18_Yield
MN-TORGY,10150,6005.425,23Crk_AYs_R18_Yield
MN22207,10150,7061.25,23Crk_AYs_R18_Yield
MN22297,10150,7155.4,23Crk_AYs_R18_Yield
MN22365,10150,7054.525,23Crk_AYs_R18_Yield
MN21150-3,10150,7505.1,23Crk_AYs_R18_Yield
MN21269-2,10150,7310.075,23Crk_AYs_R18_Yield
MN22341,10150,7410.95,23Crk_AYs_R18_Yield
MN22193,10150,6973.825,23Crk_AYs_R18_Yield
MN22384,10150,7330.25,23Crk_AYs_R18_Yield
MN22322,10150,7471.475,23Crk_AYs_R18_Yield
MN22212,10150,6859.5,23Crk_AYs_R18_Yield
MN21168-1,10150,7518.55,23Crk_AYs_R18_Yield
MN22241,10150,8083.45,23Crk_AYs_R18_Yield
MN22118,10150,7343.7,23Crk_AYs_R18_Yield
MN22061,10150,7760.65,23Crk_AYs_R18_Yield
MN22221,10150,7605.975,23Crk_AYs_R18_Yield
MN22375,10150,7767.375,23Crk_AYs_R18_Yield
MN21354-3,10150,7041.075,23Crk_AYs_R18_Yield
MN22357,10150,7175.575,23Crk_AYs_R18_Yield
MN22151,10150,7686.675,23Crk_AYs_R18_Yield
MN21413-3,10150,7437.85,23Crk_AYs_R18_Yield
LINKERT,10150,6328.225,23Crk_AYs_R18_Yield
MN22393,10150,7700.125,23Crk_AYs_R18_Yield
SHELLY,10150,7363.875,23Crk_AYs_R18_Yield
MN22097,10150,8359.175,23Crk_AYs_R18_Yield
MN22022,10150,6812.425,23Crk_AYs_R18_Yield
MN22219,10150,7357.15,23Crk_AYs_R18_Yield
MN22433,10150,5938.175,23Crk_AYs_R18_Yield
MN-ROTHSAY,10150,7464.75,23Crk_AYs_R18_Yield
MN22016,10150,6926.75,23Crk_AYs_R18_Yield
MN22054,10150,6281.15,23Crk_AYs_R18_Yield
MN22169,10150,6792.25,23Crk_AYs_R18_Yield
MN21406-1,10150,6018.875,23Crk_AYs_R18_Yield
MN22071,10150,6644.3,23Crk_AYs_R18_Yield
MN22141,10150,5440.525,23Crk_AYs_R18_Yield
MN22378,10150,7336.975,23Crk_AYs_R18_Yield
MN22395,10150,7370.6,23Crk_AYs_R18_Yield
MN22258,10150,6469.45,23Crk_AYs_R18_Yield
MN22271,10150,6193.725,23Crk_AYs_R18_Yield
MN22131,10150,7316.8,23Crk_AYs_R18_Yield
MN22309,10150,6482.9,23Crk_AYs_R18_Yield
MN22326,10150,7370.6,23Crk_AYs_R18_Yield
MN22301,10150,7807.725,23Crk_AYs_R18_Yield
MN22273,10150,7121.775,23Crk_AYs_R18_Yield
MN22167,10150,7646.325,23Crk_AYs_R18_Yield
MN21405-3,10150,7827.9,23Crk_AYs_R18_Yield
MN21337-1,10150,7693.4,23Crk_AYs_R18_Yield
MN22276,10150,7720.3,23Crk_AYs_R18_Yield
LINKERT,10150,7014.175,23Crk_AYs_R18_Yield
MN22464,10150,6133.2,23Crk_AYs_R18_Yield
MN21073-3,10150,7336.975,23Crk_AYs_R18_Yield
MN22199,10150,7787.55,23Crk_AYs_R18_Yield
MN22374,10150,6778.8,23Crk_AYs_R18_Yield
MN22186,10150,6920.025,23Crk_AYs_R18_Yield
MN22452,10150,7639.6,23Crk_AYs_R18_Yield
MN22225,10150,6590.5,23Crk_AYs_R18_Yield
MN22136,10150,7767.375,23Crk_AYs_R18_Yield
MN22085,10150,6119.75,23Crk_AYs_R18_Yield
MN22259,10150,6994.0,23Crk_AYs_R18_Yield
MN22155,10150,7444.575,23Crk_AYs_R18_Yield
MN21045-1,10150,7740.475,23Crk_AYs_R18_Yield
MN-TORGY,10150,7256.275,23Crk_AYs_R18_Yield
MN22093W,10150,7511.825,23Crk_AYs_R18_Yield
MN22201,10150,5796.95,23Crk_AYs_R18_Yield
MN-ROTHSAY,10150,7592.525,23Crk_AYs_R18_Yield
MN22106,10150,6166.825,23Crk_AYs_R18_Yield
MN22335,10150,6563.6,23Crk_AYs_R18_Yield
MN22262,10150,6220.625,23Crk_AYs_R18_Yield
MN21290-2,10150,7942.225,23Crk_AYs_R18_Yield
MN22406,10150,6718.275,23Crk_AYs_R18_Yield
MN22183,10150,6254.25,23Crk_AYs_R18_Yield
MN22427,10150,6691.375,23Crk_AYs_R18_Yield
MN21292-2,10150,7679.95,23Crk_AYs_R18_Yield
MN22400,10150,7639.6,23Crk_AYs_R18_Yield
MN22227,10150,7881.7,23Crk_AYs_R18_Yield
MN22113,10150,6839.325,23Crk_AYs_R18_Yield
MN22314,10150,7363.875,23Crk_AYs_R18_Yield
MN22285,10150,8076.725,23Crk_AYs_R18_Yield
MN22200,10150,7599.25,23Crk_AYs_R18_Yield
MN21034-3,10150,7061.25,23Crk_AYs_R18_Yield
SHELLY,10150,7471.475,23Crk_AYs_R18_Yield
MN22261,10150,7162.125,23Crk_AYs_R18_Yield
MN-ROTHSAY,10150,7236.1,23Crk_AYs_R18_Yield
MN22009,10150,6630.85,23Crk_AYs_R18_Yield
MN22376,10150,5951.625,23Crk_AYs_R18_Yield
MN22089,10150,7720.3,23Crk_AYs_R18_Yield
MN22086,10150,7558.9,23Crk_AYs_R18_Yield
MN22195,10150,6738.45,23Crk_AYs_R18_Yield
MN22018,10150,7814.45,23Crk_AYs_R18_Yield
MN22286,10150,7538.725,23Crk_AYs_R18_Yield
MN-ROTHSAY,10150,7874.975,23Crk_AYs_R18_Yield
MN21332-3,10150,7431.125,23Crk_AYs_R18_Yield
MN21143-4,10150,7061.25,23Crk_AYs_R18_Yield
MN22356,10150,7532.0,23Crk_AYs_R18_Yield
MN22140,10150,6213.9,23Crk_AYs_R18_Yield
SHELLY,10150,8117.075,23Crk_AYs_R18_Yield
MN22263,10150,7646.325,23Crk_AYs_R18_Yield
MN22342,10150,7283.175,23Crk_AYs_R18_Yield
MN22228,10150,7229.375,23Crk_AYs_R18_Yield
MN22408,10150,6590.5,23Crk_AYs_R18_Yield
MN22103,10150,7760.65,23Crk_AYs_R18_Yield
MN22080,10150,7061.25,23Crk_AYs_R18_Yield
MN22344,10150,7229.375,23Crk_AYs_R18_Yield
MN21144-1,10150,7874.975,23Crk_AYs_R18_Yield
MN22269,10150,7599.25,23Crk_AYs_R18_Yield
LINKERT,10150,6792.25,23Crk_AYs_R18_Yield
LINKERT,10150,7323.525,23Crk_AYs_R18_Yield
MN22253,10150,7848.075,23Crk_AYs_R18_Yield
MN22213,10150,8708.875,23Crk_AYs_R18_Yield
MN22313,10150,7047.8,23Crk_AYs_R18_Yield
MN22303,10150,6758.625,23Crk_AYs_R18_Yield
MN21135-2,10150,6590.5,23Crk_AYs_R18_Yield
MN21370-2,10150,6785.525,23Crk_AYs_R18_Yield
MN22194,10150,7626.15,23Crk_AYs_R18_Yield
MN22429,10150,7518.55,23Crk_AYs_R18_Yield
MN22405,10150,8439.875,23Crk_AYs_R18_Yield
MN-TORGY,10150,6940.2,23Crk_AYs_R18_Yield
MN22385,10150,7094.875,23Crk_AYs_R18_Yield
MN21090-4,10150,6893.125,23Crk_AYs_R18_Yield
MN22063,10150,5581.75,23Crk_AYs_R18_Yield
MN22065,10150,6805.7,23Crk_AYs_R18_Yield
